miRNA,Gene
hsa-miR-20a-5p,PCMTD1
hsa-miR-20a-5p,RB1CC1
hsa-miR-20a-5p,PLAG1
hsa-miR-20a-5p,UBE2W
hsa-miR-20a-5p,SNX16
hsa-miR-20a-5p,TMEM64
hsa-miR-20a-5p,TP53INP1
hsa-miR-20a-5p,UBR5
hsa-miR-20a-5p,KLF10
hsa-miR-20a-5p,ATAD2
hsa-miR-20a-5p,SLC7A2
hsa-miR-20a-5p,PPP2R2A
hsa-miR-20a-5p,BNIP3L
hsa-miR-20a-5p,DPYSL2
hsa-miR-20a-5p,MAK16
hsa-miR-20a-5p,ADAM9
hsa-miR-20a-5p,YTHDF3
hsa-miR-20a-5p,SDC2
hsa-miR-20a-5p,NFIB
hsa-miR-20a-5p,RNF38
hsa-miR-20a-5p,BICD2
hsa-miR-20a-5p,ZNF367
hsa-miR-20a-5p,ABCA1
hsa-miR-20a-5p,TMEM245
hsa-miR-20a-5p,PPP6C
hsa-miR-20a-5p,FAM102A
hsa-miR-20a-5p,VLDLR
hsa-miR-20a-5p,ZBTB43
hsa-miR-20a-5p,RBBP7
hsa-miR-20a-5p,SCML2
hsa-miR-20a-5p,KLHL15
hsa-miR-20a-5p,ACSL4
hsa-miR-20a-5p,ZDHHC9
hsa-miR-20a-5p,RAP2C
hsa-miR-20a-5p,SYAP1
hsa-miR-20a-5p,PRRG1
hsa-miR-20a-5p,ZBTB33
hsa-miR-20b-5p,HP1BP3
hsa-miR-20b-5p,RSRP1
hsa-miR-20b-5p,RPA2
hsa-miR-20b-5p,MTF1
hsa-miR-20b-5p,FOXJ3
hsa-miR-20b-5p,EFCAB14
hsa-miR-20b-5p,JAK1
hsa-miR-20b-5p,ANKRD13C
hsa-miR-20b-5p,SSX2IP
hsa-miR-20b-5p,F3
hsa-miR-20b-5p,RHOC
hsa-miR-20b-5p,TXNIP
hsa-miR-20b-5p,ADAR
hsa-miR-20b-5p,DEDD
hsa-miR-20b-5p,STX6
hsa-miR-20b-5p,NIBAN1
hsa-miR-20b-5p,PPP1R15B
hsa-miR-20b-5p,SLC41A1
hsa-miR-20b-5p,YOD1
hsa-miR-20b-5p,LPGAT1
hsa-miR-20b-5p,ITPKB
hsa-miR-20b-5p,ARID4B
hsa-miR-20b-5p,AKT3
hsa-miR-20b-5p,SKI
hsa-miR-20b-5p,TPRG1L
hsa-miR-20b-5p,CAMTA1
hsa-miR-20b-5p,MFN2
hsa-miR-20b-5p,PRDM2
hsa-miR-20b-5p,NBL1
hsa-miR-20b-5p,OTUD3
hsa-miR-20b-5p,ELOA
hsa-miR-20b-5p,SESN2
hsa-miR-20b-5p,TXLNA
hsa-miR-20b-5p,KIAA1522
hsa-miR-20b-5p,CMPK1
hsa-miR-20b-5p,ZFYVE9
hsa-miR-20b-5p,PKN2
hsa-miR-20b-5p,FNBP1L
hsa-miR-20b-5p,MFSD14A
hsa-miR-20b-5p,AC118553.2
hsa-miR-20b-5p,S1PR1
hsa-miR-20b-5p,CELSR2
hsa-miR-20b-5p,VANGL1
hsa-miR-20b-5p,PTGFRN
hsa-miR-20b-5p,SUCO
hsa-miR-20b-5p,KLHL20
hsa-miR-20b-5p,ZBTB37
hsa-miR-20b-5p,RGL1
hsa-miR-20b-5p,BTG2
hsa-miR-20b-5p,FBXO28
hsa-miR-20b-5p,GPR137B
hsa-miR-20b-5p,ZBTB18
hsa-miR-20b-5p,PIP4K2A
hsa-miR-20b-5p,ACBD5
hsa-miR-20b-5p,ARHGAP12
hsa-miR-20b-5p,RUFY2
hsa-miR-20b-5p,SH3PXD2A
hsa-miR-20b-5p,PFKP
hsa-miR-20b-5p,OTUD1
hsa-miR-20b-5p,MASTL
hsa-miR-20b-5p,WAC
hsa-miR-20b-5p,BAMBI
hsa-miR-20b-5p,REEP3
hsa-miR-20b-5p,PTEN
hsa-miR-20b-5p,HECTD2
hsa-miR-20b-5p,TNKS2
hsa-miR-20b-5p,SLK
hsa-miR-20b-5p,SHOC2
hsa-miR-20b-5p,FAM160B1
hsa-miR-20b-5p,TOLLIP
hsa-miR-20b-5p,TSG101
hsa-miR-20b-5p,UEVLD
hsa-miR-20b-5p,FNBP4
hsa-miR-20b-5p,TNKS1BP1
hsa-miR-20b-5p,AHNAK
hsa-miR-20b-5p,ATL3
hsa-miR-20b-5p,SLC29A2
hsa-miR-20b-5p,KMT5B
hsa-miR-20b-5p,SHANK2
hsa-miR-20b-5p,LAMTOR1
hsa-miR-20b-5p,PGM2L1
hsa-miR-20b-5p,TMEM123
hsa-miR-20b-5p,NPAT
hsa-miR-20b-5p,HSPA8
hsa-miR-20b-5p,ZNF202
hsa-miR-20b-5p,IPO7
hsa-miR-20b-5p,WEE1
hsa-miR-20b-5p,NAV2
hsa-miR-20b-5p,PRRG4
hsa-miR-20b-5p,CRY2
hsa-miR-20b-5p,ZFP91
hsa-miR-20b-5p,KDM2A
hsa-miR-20b-5p,PPP6R3
hsa-miR-20b-5p,CCND1
hsa-miR-20b-5p,EMSY
hsa-miR-20b-5p,TSKU
hsa-miR-20b-5p,DDIAS
hsa-miR-20b-5p,ZC3H12C
hsa-miR-20b-5p,PAFAH1B2
hsa-miR-20b-5p,M6PR
hsa-miR-20b-5p,CAPRIN2
hsa-miR-20b-5p,DENND5B
hsa-miR-20b-5p,LIMA1
hsa-miR-20b-5p,ANKRD52
hsa-miR-20b-5p,GNS
hsa-miR-20b-5p,ARL1
hsa-miR-20b-5p,GIT2
hsa-miR-20b-5p,TBX3
hsa-miR-20b-5p,TAOK3
hsa-miR-20b-5p,UBC
hsa-miR-20b-5p,WNK1
hsa-miR-20b-5p,ADIPOR2
hsa-miR-20b-5p,TSPAN9
hsa-miR-20b-5p,CCND2
hsa-miR-20b-5p,ANO6
hsa-miR-20b-5p,TMBIM6
hsa-miR-20b-5p,DAZAP2
hsa-miR-20b-5p,GDF11
hsa-miR-20b-5p,RAB5B
hsa-miR-20b-5p,ERBB3
hsa-miR-20b-5p,HMGA2
hsa-miR-20b-5p,FRS2
hsa-miR-20b-5p,RAB21
hsa-miR-20b-5p,ELK3
hsa-miR-20b-5p,ULK1
hsa-miR-20b-5p,SACS
hsa-miR-20b-5p,KATNAL1
hsa-miR-20b-5p,KPNA3
hsa-miR-20b-5p,FBXL3
hsa-miR-20b-5p,LRCH1
hsa-miR-20b-5p,LAMP1
hsa-miR-20b-5p,EGLN3
hsa-miR-20b-5p,CFL2
hsa-miR-20b-5p,FOXA1
hsa-miR-20b-5p,KLHL28
hsa-miR-20b-5p,NIN
hsa-miR-20b-5p,ZFYVE26
hsa-miR-20b-5p,MAP3K9
hsa-miR-20b-5p,BTBD7
hsa-miR-20b-5p,ATG2B
hsa-miR-20b-5p,BCL2L2
hsa-miR-20b-5p,IRF9
hsa-miR-20b-5p,BRMS1L
hsa-miR-20b-5p,FRMD6
hsa-miR-20b-5p,STYX
hsa-miR-20b-5p,PPM1A
hsa-miR-20b-5p,HIF1A
hsa-miR-20b-5p,SUSD6
hsa-miR-20b-5p,SMOC1
hsa-miR-20b-5p,TTC9
hsa-miR-20b-5p,BNIP2
hsa-miR-20b-5p,SEMA7A
hsa-miR-20b-5p,SCAMP2
hsa-miR-20b-5p,SPRED1
hsa-miR-20b-5p,CTDSPL2
hsa-miR-20b-5p,RAB8B
hsa-miR-20b-5p,USP3
hsa-miR-20b-5p,SMAD6
hsa-miR-20b-5p,KIF23
hsa-miR-20b-5p,MORF4L1
hsa-miR-20b-5p,UNKL
hsa-miR-20b-5p,PKD1
hsa-miR-20b-5p,USP31
hsa-miR-20b-5p,NETO2
hsa-miR-20b-5p,AKTIP
hsa-miR-20b-5p,CMTR2
hsa-miR-20b-5p,PHLPP2
hsa-miR-20b-5p,MBTPS1
hsa-miR-20b-5p,FBXO31
hsa-miR-20b-5p,CAPN15
hsa-miR-20b-5p,TNRC6A
hsa-miR-20b-5p,TAOK2
hsa-miR-20b-5p,CHD9
hsa-miR-20b-5p,RBL2
hsa-miR-20b-5p,NFAT5
hsa-miR-20b-5p,ATXN1L
hsa-miR-20b-5p,CRK
hsa-miR-20b-5p,ANKFY1
hsa-miR-20b-5p,ZBTB4
hsa-miR-20b-5p,RASD1
hsa-miR-20b-5p,NUFIP2
hsa-miR-20b-5p,SSH2
hsa-miR-20b-5p,STAT3
hsa-miR-20b-5p,EZH1
hsa-miR-20b-5p,ZNF652
hsa-miR-20b-5p,DDX5
hsa-miR-20b-5p,JPT1
hsa-miR-20b-5p,TIMP2
hsa-miR-20b-5p,PAFAH1B1
hsa-miR-20b-5p,MINK1
hsa-miR-20b-5p,KDM6B
hsa-miR-20b-5p,LASP1
hsa-miR-20b-5p,MSL1
hsa-miR-20b-5p,MAP3K3
hsa-miR-20b-5p,KPNA2
hsa-miR-20b-5p,UNK
hsa-miR-20b-5p,TNRC6C
hsa-miR-20b-5p,FOXK2
hsa-miR-20b-5p,YES1
hsa-miR-20b-5p,SLC39A6
hsa-miR-20b-5p,SMAD7
hsa-miR-20b-5p,TCF4
hsa-miR-20b-5p,TMX3
hsa-miR-20b-5p,RAB12
hsa-miR-20b-5p,NEDD4L
hsa-miR-20b-5p,MIER2
hsa-miR-20b-5p,MEX3D
hsa-miR-20b-5p,MKNK2
hsa-miR-20b-5p,ZBTB7A
hsa-miR-20b-5p,HAUS8
hsa-miR-20b-5p,STK11
hsa-miR-20b-5p,MIDN
hsa-miR-20b-5p,CHAF1A
hsa-miR-20b-5p,TRIP10
hsa-miR-20b-5p,ARHGEF18
hsa-miR-20b-5p,LDLR
hsa-miR-20b-5p,URI1
hsa-miR-20b-5p,GRAMD1A
hsa-miR-20b-5p,KMT2B
hsa-miR-20b-5p,ROCK2
hsa-miR-20b-5p,LAPTM4A
hsa-miR-20b-5p,COX7A2L
hsa-miR-20b-5p,SERTAD2
hsa-miR-20b-5p,PPP3R1
hsa-miR-20b-5p,TGOLN2
hsa-miR-20b-5p,DUSP2
hsa-miR-20b-5p,TMEM127
hsa-miR-20b-5p,MAP3K2
hsa-miR-20b-5p,SLC40A1
hsa-miR-20b-5p,STK17B
hsa-miR-20b-5p,EPHA4
hsa-miR-20b-5p,KLF11
hsa-miR-20b-5p,RRM2
hsa-miR-20b-5p,UBXN2A
hsa-miR-20b-5p,NRBP1
hsa-miR-20b-5p,CLIP4
hsa-miR-20b-5p,CRIM1
hsa-miR-20b-5p,EPAS1
hsa-miR-20b-5p,TET3
hsa-miR-20b-5p,TCF7L1
hsa-miR-20b-5p,SOWAHC
hsa-miR-20b-5p,PTPN4
hsa-miR-20b-5p,TANC1
hsa-miR-20b-5p,CSRNP3
hsa-miR-20b-5p,CYBRD1
hsa-miR-20b-5p,PLEKHA3
hsa-miR-20b-5p,NABP1
hsa-miR-20b-5p,C2orf69
hsa-miR-20b-5p,BMPR2
hsa-miR-20b-5p,SEPTIN2
hsa-miR-20b-5p,TBC1D20
hsa-miR-20b-5p,PLAGL2
hsa-miR-20b-5p,E2F1
hsa-miR-20b-5p,PREX1
hsa-miR-20b-5p,ZNFX1
hsa-miR-20b-5p,ZNF217
hsa-miR-20b-5p,ZNF512B
hsa-miR-20b-5p,POFUT1
hsa-miR-20b-5p,KIF3B
hsa-miR-20b-5p,MAPRE1
hsa-miR-20b-5p,ITCH
hsa-miR-20b-5p,TTPAL
hsa-miR-20b-5p,CTSA
hsa-miR-20b-5p,NCOA3
hsa-miR-20b-5p,PARD6B
hsa-miR-20b-5p,BTG3
hsa-miR-20b-5p,APP
hsa-miR-20b-5p,RUNX1
hsa-miR-20b-5p,BRWD1
hsa-miR-20b-5p,C2CD2
hsa-miR-20b-5p,SIK1
hsa-miR-20b-5p,DYRK1A
hsa-miR-20b-5p,PRR14L
hsa-miR-20b-5p,IQSEC1
hsa-miR-20b-5p,NKIRAS1
hsa-miR-20b-5p,FYCO1
hsa-miR-20b-5p,TUSC2
hsa-miR-20b-5p,RYBP
hsa-miR-20b-5p,DCBLD2
hsa-miR-20b-5p,POLQ
hsa-miR-20b-5p,HEG1
hsa-miR-20b-5p,ZNF148
hsa-miR-20b-5p,PLSCR4
hsa-miR-20b-5p,PFN2
hsa-miR-20b-5p,NCEH1
hsa-miR-20b-5p,NR2C2
hsa-miR-20b-5p,TGFBR2
hsa-miR-20b-5p,ZBTB47
hsa-miR-20b-5p,ABHD5
hsa-miR-20b-5p,NBEAL2
hsa-miR-20b-5p,C3orf38
hsa-miR-20b-5p,CRYBG3
hsa-miR-20b-5p,CEP97
hsa-miR-20b-5p,BBX
hsa-miR-20b-5p,PLXNA1
hsa-miR-20b-5p,SLC25A36
hsa-miR-20b-5p,PXYLP1
hsa-miR-20b-5p,U2SURP
hsa-miR-20b-5p,TSC22D2
hsa-miR-20b-5p,FXR1
hsa-miR-20b-5p,IL1RAP
hsa-miR-20b-5p,FBXL5
hsa-miR-20b-5p,PDS5A
hsa-miR-20b-5p,CLOCK
hsa-miR-20b-5p,CNOT6L
hsa-miR-20b-5p,WDFY3
hsa-miR-20b-5p,FAM13A
hsa-miR-20b-5p,TBC1D9
hsa-miR-20b-5p,OTUD4
hsa-miR-20b-5p,KLF3
hsa-miR-20b-5p,SLAIN2
hsa-miR-20b-5p,RASL11B
hsa-miR-20b-5p,CXCL8
hsa-miR-20b-5p,EREG
hsa-miR-20b-5p,CCNG2
hsa-miR-20b-5p,PKD2
hsa-miR-20b-5p,GAB1
hsa-miR-20b-5p,KLHL2
hsa-miR-20b-5p,MSMO1
hsa-miR-20b-5p,PALLD
hsa-miR-20b-5p,ANKH
hsa-miR-20b-5p,DAB2
hsa-miR-20b-5p,SGTB
hsa-miR-20b-5p,TMEM167A
hsa-miR-20b-5p,FEM1C
hsa-miR-20b-5p,CEP120
hsa-miR-20b-5p,SAR1B
hsa-miR-20b-5p,RNF145
hsa-miR-20b-5p,PANK3
hsa-miR-20b-5p,AHRR
hsa-miR-20b-5p,PDCD6-AHRR
hsa-miR-20b-5p,MARCHF6
hsa-miR-20b-5p,MAP3K1
hsa-miR-20b-5p,FCHO2
hsa-miR-20b-5p,POLR3G
hsa-miR-20b-5p,RGMB
hsa-miR-20b-5p,SMAD5
hsa-miR-20b-5p,PURA
hsa-miR-20b-5p,NPM1
hsa-miR-20b-5p,CREBRF
hsa-miR-20b-5p,SQSTM1
hsa-miR-20b-5p,SLC22A23
hsa-miR-20b-5p,STK38
hsa-miR-20b-5p,ENPP5
hsa-miR-20b-5p,TNFRSF21
hsa-miR-20b-5p,PHIP
hsa-miR-20b-5p,RRAGD
hsa-miR-20b-5p,OSTM1
hsa-miR-20b-5p,REV3L
hsa-miR-20b-5p,MAP7
hsa-miR-20b-5p,SOX4
hsa-miR-20b-5p,CDKN1A
hsa-miR-20b-5p,VEGFA
hsa-miR-20b-5p,CENPQ
hsa-miR-20b-5p,SOBP
hsa-miR-20b-5p,ASF1A
hsa-miR-20b-5p,GJA1
hsa-miR-20b-5p,HECA
hsa-miR-20b-5p,SASH1
hsa-miR-20b-5p,SNX9
hsa-miR-20b-5p,QKI
hsa-miR-20b-5p,C6orf120
hsa-miR-20b-5p,PURB
hsa-miR-20b-5p,PON2
hsa-miR-20b-5p,MAP11
hsa-miR-20b-5p,GIGYF1
hsa-miR-20b-5p,CCDC71L
hsa-miR-20b-5p,BMT2
hsa-miR-20b-5p,FAM3C
hsa-miR-20b-5p,MKRN1
hsa-miR-20b-5p,FASTK
hsa-miR-20b-5p,ARL4A
hsa-miR-20b-5p,ITGB8
hsa-miR-20b-5p,LIMK1
hsa-miR-20b-5p,PHTF2
hsa-miR-20b-5p,CROT
hsa-miR-20b-5p,ANKIB1
hsa-miR-20b-5p,AGFG2
hsa-miR-20b-5p,HBP1
hsa-miR-20b-5p,DNAJB9
hsa-miR-20b-5p,CALD1
hsa-miR-20b-5p,UBE3C
hsa-miR-20b-5p,PPP1R3B
hsa-miR-20b-5p,RAB11FIP1
hsa-miR-20b-5p,PCMTD1
hsa-miR-20b-5p,PLAG1
hsa-miR-20b-5p,UBE2W
hsa-miR-20b-5p,TMEM64
hsa-miR-20b-5p,TP53INP1
hsa-miR-20b-5p,KLF10
hsa-miR-20b-5p,LRP12
hsa-miR-20b-5p,ATAD2
hsa-miR-20b-5p,SLC7A2
hsa-miR-20b-5p,PPP2R2A
hsa-miR-20b-5p,BNIP3L
hsa-miR-20b-5p,DPYSL2
hsa-miR-20b-5p,MAK16
hsa-miR-20b-5p,ADAM9
hsa-miR-20b-5p,YTHDF3
hsa-miR-20b-5p,SDC2
hsa-miR-20b-5p,NFIB
hsa-miR-20b-5p,RNF38
hsa-miR-20b-5p,BICD2
hsa-miR-20b-5p,ZNF367
hsa-miR-20b-5p,ABCA1
hsa-miR-20b-5p,TMEM245
hsa-miR-20b-5p,PPP6C
hsa-miR-20b-5p,FAM102A
hsa-miR-20b-5p,VLDLR
hsa-miR-20b-5p,RBBP7
hsa-miR-20b-5p,SCML2
hsa-miR-20b-5p,KLHL15
hsa-miR-20b-5p,ACSL4
hsa-miR-20b-5p,ZDHHC9
hsa-miR-20b-5p,SYAP1
hsa-miR-20b-5p,PRRG1
hsa-miR-20b-5p,ZBTB33
hsa-miR-21-5p,GATAD2B
hsa-miR-21-5p,YOD1
hsa-miR-21-5p,SKI
hsa-miR-21-5p,BTG2
hsa-miR-21-5p,FBXO28
hsa-miR-21-5p,KLF6
hsa-miR-21-5p,VCL
hsa-miR-21-5p,LCOR
hsa-miR-21-5p,PDCD4
hsa-miR-21-5p,EHD1
hsa-miR-21-5p,RDX
hsa-miR-21-5p,YAP1
hsa-miR-21-5p,SOX5
hsa-miR-21-5p,SMARCD1
hsa-miR-21-5p,FRS2
hsa-miR-21-5p,BCL7A
hsa-miR-21-5p,SPRY2
hsa-miR-21-5p,COL4A1
hsa-miR-21-5p,MINDY2
hsa-miR-21-5p,DNAJA2
hsa-miR-21-5p,RFFL
hsa-miR-21-5p,STAT3
hsa-miR-21-5p,CBX4
hsa-miR-21-5p,ZNF207
hsa-miR-21-5p,FBXO11
hsa-miR-21-5p,RTN4
hsa-miR-21-5p,PELI1
hsa-miR-21-5p,LANCL1
hsa-miR-21-5p,EPHA4
hsa-miR-21-5p,RHOB
hsa-miR-21-5p,CRIM1
hsa-miR-21-5p,PCBP1
hsa-miR-21-5p,RMND5A
hsa-miR-21-5p,CCL20
hsa-miR-21-5p,ADNP
hsa-miR-21-5p,ZCCHC3
hsa-miR-21-5p,TIMP3
hsa-miR-21-5p,CDC25A
hsa-miR-21-5p,PBRM1
hsa-miR-21-5p,TGFBR2
hsa-miR-21-5p,DAG1
hsa-miR-21-5p,MBNL1
hsa-miR-21-5p,MAPK10
hsa-miR-21-5p,PPP3CA
hsa-miR-21-5p,RBPJ
hsa-miR-21-5p,ZSWIM6
hsa-miR-21-5p,PIK3R1
hsa-miR-21-5p,TNPO1
hsa-miR-21-5p,TGFBI
hsa-miR-21-5p,PURA
hsa-miR-21-5p,TENT5A
hsa-miR-21-5p,SESN1
hsa-miR-21-5p,LATS1
hsa-miR-21-5p,SASH1
hsa-miR-21-5p,GLCCI1
hsa-miR-21-5p,PLAG1
hsa-miR-21-5p,ANKRD46
hsa-miR-21-5p,RAD21
hsa-miR-21-5p,AGO2
hsa-miR-21-5p,CHD7
hsa-miR-21-5p,WWP1
hsa-miR-21-5p,NFIB
hsa-miR-21-5p,ZNF367
hsa-miR-21-5p,KLHL15
hsa-miR-210-3p,EFNA3
hsa-miR-210-3p,USP6NL
hsa-miR-210-3p,KMT2D
hsa-miR-210-3p,ISCU
hsa-miR-210-3p,FGFRL1
hsa-miR-210-3p,NDUFA4
hsa-miR-210-3p,MID1IP1
hsa-miR-211-5p,NOTCH2
hsa-miR-211-5p,SHC1
hsa-miR-211-5p,TPRG1L
hsa-miR-211-5p,DNAJB4
hsa-miR-211-5p,B4GAT1
hsa-miR-211-5p,M6PR
hsa-miR-211-5p,CORO1C
hsa-miR-211-5p,PPP1CC
hsa-miR-211-5p,HOXC8
hsa-miR-211-5p,FRS2
hsa-miR-211-5p,LAMP1
hsa-miR-211-5p,MIDEAS
hsa-miR-211-5p,TMOD3
hsa-miR-211-5p,ZFHX3
hsa-miR-211-5p,CBFB
hsa-miR-211-5p,ANKFY1
hsa-miR-211-5p,WSB1
hsa-miR-211-5p,ZBTB7A
hsa-miR-211-5p,DNAJB1
hsa-miR-211-5p,FAM168B
hsa-miR-211-5p,ZNF638
hsa-miR-211-5p,SOWAHC
hsa-miR-211-5p,SERINC3
hsa-miR-211-5p,RAB22A
hsa-miR-211-5p,CPOX
hsa-miR-211-5p,SSR3
hsa-miR-211-5p,EDEM1
hsa-miR-211-5p,MBNL1
hsa-miR-211-5p,PPM1K
hsa-miR-211-5p,MIER3
hsa-miR-211-5p,NR3C1
hsa-miR-211-5p,TFAP2A
hsa-miR-211-5p,THBS2
hsa-miR-211-5p,CREB5
hsa-miR-211-5p,YWHAZ
hsa-miR-211-5p,RAB14
hsa-miR-211-5p,FUBP3
hsa-miR-211-5p,ACSL4
hsa-miR-211-5p,RAP2C
hsa-miR-211-5p,SLITRK4
hsa-miR-211-5p,OGT
hsa-miR-212-3p,HNRNPR
hsa-miR-212-3p,CC2D1B
hsa-miR-212-3p,ZNF644
hsa-miR-212-3p,EXTL2
hsa-miR-212-3p,CSDE1
hsa-miR-212-3p,KDM5B
hsa-miR-212-3p,ARID4B
hsa-miR-212-3p,HNRNPU
hsa-miR-212-3p,CAMTA1
hsa-miR-212-3p,ARID1A
hsa-miR-212-3p,AGO1
hsa-miR-212-3p,AKIRIN1
hsa-miR-212-3p,BTG2
hsa-miR-212-3p,MIA3
hsa-miR-212-3p,FBXO28
hsa-miR-212-3p,ZBTB18
hsa-miR-212-3p,NET1
hsa-miR-212-3p,KDM5A
hsa-miR-212-3p,SOX5
hsa-miR-212-3p,H3-5
hsa-miR-212-3p,OSBPL8
hsa-miR-212-3p,FBXO21
hsa-miR-212-3p,SPPL3
hsa-miR-212-3p,ARID2
hsa-miR-212-3p,LEMD3
hsa-miR-212-3p,HMGA2
hsa-miR-212-3p,HECTD1
hsa-miR-212-3p,SPTSSA
hsa-miR-212-3p,MIDEAS
hsa-miR-212-3p,PAPOLA
hsa-miR-212-3p,BNIP2
hsa-miR-212-3p,ANP32A
hsa-miR-212-3p,RTF1
hsa-miR-212-3p,CTDSPL2
hsa-miR-212-3p,DYNC1LI2
hsa-miR-212-3p,CRK
hsa-miR-212-3p,SSH2
hsa-miR-212-3p,ANKRD40
hsa-miR-212-3p,H3-3B
hsa-miR-212-3p,ZNF207
hsa-miR-212-3p,DYNLL2
hsa-miR-212-3p,SS18
hsa-miR-212-3p,RAB1A
hsa-miR-212-3p,RND3
hsa-miR-212-3p,ACVR1
hsa-miR-212-3p,SLC30A6
hsa-miR-212-3p,LRRFIP1
hsa-miR-212-3p,LZTS3
hsa-miR-212-3p,SLC23A2
hsa-miR-212-3p,RBM12
hsa-miR-212-3p,BRWD1
hsa-miR-212-3p,MAPK1
hsa-miR-212-3p,EP300
hsa-miR-212-3p,SERP1
hsa-miR-212-3p,MECOM
hsa-miR-212-3p,SETD5
hsa-miR-212-3p,RAP2B
hsa-miR-212-3p,FXR1
hsa-miR-212-3p,SLBP
hsa-miR-212-3p,H2AZ1
hsa-miR-212-3p,FBXW7
hsa-miR-212-3p,TADA2B
hsa-miR-212-3p,STIM2
hsa-miR-212-3p,CHD1
hsa-miR-212-3p,NREP
hsa-miR-212-3p,FEM1C
hsa-miR-212-3p,HBEGF
hsa-miR-212-3p,ZSWIM6
hsa-miR-212-3p,RASA1
hsa-miR-212-3p,PAM
hsa-miR-212-3p,SEC24A
hsa-miR-212-3p,EGR1
hsa-miR-212-3p,CCN2
hsa-miR-212-3p,SOX4
hsa-miR-212-3p,CDKN1A
hsa-miR-212-3p,TJAP1
hsa-miR-212-3p,LIN28B
hsa-miR-212-3p,AMD1
hsa-miR-212-3p,PSMA2
hsa-miR-212-3p,AC010132.3
hsa-miR-212-3p,YWHAG
hsa-miR-212-3p,CCDC71L
hsa-miR-212-3p,DOCK4
hsa-miR-212-3p,CALU
hsa-miR-212-3p,PPP2CB
hsa-miR-212-3p,PDE7A
hsa-miR-212-3p,AZIN1
hsa-miR-212-3p,AGO2
hsa-miR-212-3p,E2F5
hsa-miR-212-3p,SEC16A
hsa-miR-215-5p,CLSTN1
hsa-miR-215-5p,KPNA6
hsa-miR-215-5p,SOAT1
hsa-miR-215-5p,WNK1
hsa-miR-215-5p,DICER1
hsa-miR-215-5p,PRKAR1A
hsa-miR-215-5p,NCOA3
hsa-miR-215-5p,PDHB
hsa-miR-215-5p,NAA50
hsa-miR-215-5p,FNDC3B
hsa-miR-215-5p,RICTOR
hsa-miR-215-5p,MFAP3
hsa-miR-215-5p,ZC3HAV1
hsa-miR-215-5p,ARHGEF39
hsa-miR-215-5p,ZBTB34
hsa-miR-215-5p,KLHL15
hsa-miR-216a-5p,MEF2D
hsa-miR-216a-5p,LAMC1
hsa-miR-216a-5p,ZFP91
hsa-miR-216a-5p,BAZ2A
hsa-miR-216a-5p,ZFC3H1
hsa-miR-216a-5p,CUL4A
hsa-miR-216a-5p,RAB11A
hsa-miR-216a-5p,KDM6B
hsa-miR-216a-5p,HS3ST3B1
hsa-miR-216a-5p,RAB1A
hsa-miR-216a-5p,KDM3A
hsa-miR-216a-5p,CCNT2
hsa-miR-216a-5p,GPCPD1
hsa-miR-216a-5p,SPATA2
hsa-miR-216a-5p,MAPRE1
hsa-miR-216a-5p,YWHAB
hsa-miR-216a-5p,NAA50
hsa-miR-216a-5p,TGFBR2
hsa-miR-216a-5p,SKIL
hsa-miR-216a-5p,LPP
hsa-miR-216a-5p,PAK2
hsa-miR-216a-5p,AFP
hsa-miR-216a-5p,GPBP1
hsa-miR-216a-5p,PHAX
hsa-miR-216a-5p,MYLIP
hsa-miR-216a-5p,PNRC1
hsa-miR-216a-5p,UBE2V2
hsa-miR-216a-5p,BEX3
hsa-miR-216b-5p,JUN
hsa-miR-216b-5p,SERBP1
hsa-miR-216b-5p,NUCKS1
hsa-miR-216b-5p,KIF1B
hsa-miR-216b-5p,NFIA
hsa-miR-216b-5p,MDM4
hsa-miR-216b-5p,HELLS
hsa-miR-216b-5p,CCNJ
hsa-miR-216b-5p,CRY2
hsa-miR-216b-5p,BAZ2A
hsa-miR-216b-5p,ZFC3H1
hsa-miR-216b-5p,ETNK1
hsa-miR-216b-5p,RAP1B
hsa-miR-216b-5p,CUL4A
hsa-miR-216b-5p,UBN1
hsa-miR-216b-5p,HS3ST3B1
hsa-miR-216b-5p,RAB1A
hsa-miR-216b-5p,KDM3A
hsa-miR-216b-5p,CCNT2
hsa-miR-216b-5p,HOXD13
hsa-miR-216b-5p,BLCAP
hsa-miR-216b-5p,SPATA2
hsa-miR-216b-5p,YWHAB
hsa-miR-216b-5p,TOB2
hsa-miR-216b-5p,SLC6A6
hsa-miR-216b-5p,MME
hsa-miR-216b-5p,SKIL
hsa-miR-216b-5p,UBE2D3
hsa-miR-216b-5p,AFP
hsa-miR-216b-5p,SAR1B
hsa-miR-216b-5p,GPBP1
hsa-miR-216b-5p,TNPO1
hsa-miR-216b-5p,NFYA
hsa-miR-216b-5p,MARCKS
hsa-miR-216b-5p,PTPN12
hsa-miR-216b-5p,CUX1
hsa-miR-216b-5p,DNAJB9
hsa-miR-216b-5p,UBE2V2
hsa-miR-216b-5p,KLHL15
hsa-miR-216b-5p,BEX3
hsa-miR-217,CCNL2
hsa-miR-217,SFPQ
hsa-miR-217,FOXJ3
hsa-miR-217,SLC19A2
hsa-miR-217,ADSS2
hsa-miR-217,CLIC4
hsa-miR-217,MTF2
hsa-miR-217,ATP1B1
hsa-miR-217,GDI2
hsa-miR-217,CELF2
hsa-miR-217,DKK1
hsa-miR-217,FAU
